robo,data,ativo,lado,resultado,resultado_pct,hora,estrategia,lote,resultado_bruto,custos
alaska-&-square,20/09/2019,WIN,V,"80,00",,14:14:04,Reversao,4,"R$80,00",0
alaska-&-square,25/09/2019,WIN,V,"264,00",,11:00:15,Reversao,16,"R$264,00",0
alaska-&-square,27/09/2019,WIN,V,"264,00",,13:07:54,Reversao,16,"R$264,00",0
alaska-&-square,27/09/2019,WIN,V,"80,00",,15:49:59,Reversao,4,"R$80,00",0
alaska-&-square,01/10/2019,WIN,V,"264,00",,10:31:40,Reversao,16,"R$264,00",0
alaska-&-square,02/10/2019,WIN,V,"80,00",,16:27:40,Reversao,4,"R$80,00",0
alaska-&-square,03/10/2019,WIN,V,"80,00",,11:00:40,Reversao,4,"R$80,00",0
alaska-&-square,03/10/2019,WIN,V,"80,00",,16:08:40,Reversao,4,"R$80,00",0
alaska-&-square,04/10/2019,WIN,V,"80,00",,10:02:40,Reversao,4,"R$80,00",0
alaska-&-square,07/10/2019,WIN,V,"80,00",,12:13:40,Reversao,4,"R$80,00",0
alaska-&-square,07/10/2019,WIN,V,"80,00",,15:07:40,Reversao,4,"R$80,00",0
alaska-&-square,08/10/2019,WIN,V,"264,00",,12:14:20,Reversao,16,"R$264,00",0
alaska-&-square,08/10/2019,WIN,V,"264,00",,15:16:40,Reversao,16,"R$264,00",0
alaska-&-square,09/10/2019,WIN,V,"80,00",,16:43:40,Reversao,4,"R$80,00",0
alaska-&-square,10/10/2019,WIN,V,"80,00",,12:59:40,Reversao,4,"R$80,00",0
alaska-&-square,10/10/2019,WIN,V,"80,00",,15:07:40,Reversao,4,"R$80,00",0
alaska-&-square,11/10/2019,WIN,V,"-920,00",,13:32:40,Reversao,16,"-R$920,00",0
alaska-&-square,11/10/2019,WIN,V,"80,00",,14:06:40,Reversao,4,"R$80,00",0
alaska-&-square,16/10/2019,WIN,V,"80,00",,10:15:40,Reversao,4,"R$80,00",0
alaska-&-square,16/10/2019,WIN,V,"80,00",,13:16:40,Reversao,4,"R$80,00",0
alaska-&-square,17/10/2019,WIN,V,"80,00",,11:04:40,Reversao,4,"R$80,00",0
alaska-&-square,17/10/2019,WIN,V,"80,00",,14:11:40,Reversao,4,"R$80,00",0
alaska-&-square,17/10/2019,WIN,V,"80,00",,15:09:40,Reversao,4,"R$80,00",0
alaska-&-square,18/10/2019,WIN,V,"264,00",,10:00:40,Reversao,16,"R$264,00",0
alaska-&-square,21/10/2019,WIN,V,"264,00",,10:28:40,Reversao,16,"R$264,00",0
alaska-&-square,21/10/2019,WIN,V,"80,00",,12:17:40,Reversao,4,"R$80,00",0
alaska-&-square,22/10/2019,WIN,V,"80,00",,15:31:40,Reversao,4,"R$80,00",0
alaska-&-square,23/10/2019,WIN,V,"80,00",,12:14:40,Reversao,4,"R$80,00",0
alaska-&-square,23/10/2019,WIN,V,"80,00",,16:46:40,Reversao,4,"R$80,00",0
alaska-&-square,24/10/2019,WIN,V,"80,00",,10:09:20,Reversao,4,"R$80,00",0
alaska-&-square,24/10/2019,WIN,V,"264,00",,12:06:20,Reversao,16,"R$264,00",0
alaska-&-square,25/10/2019,WIN,V,"80,00",,11:09:40,Reversao,4,"R$80,00",0
alaska-&-square,25/10/2019,WIN,V,"80,00",,13:16:40,Reversao,4,"R$80,00",0
alaska-&-square,28/10/2019,WIN,V,"264,00",,11:38:40,Reversao,16,"R$264,00",0
alaska-&-square,29/10/2019,WIN,V,"80,00",,12:59:40,Reversao,4,"R$80,00",0
alaska-&-square,31/10/2019,WIN,V,"-920,00",,13:10:40,Reversao,16,"-R$920,00",0
alaska-&-square,01/11/2019,WIN,V,"-920,00",,11:00:08,Reversao,16,"-R$920,00",0
alaska-&-square,01/11/2019,WIN,V,"80,00",,15:01:13,Reversao,4,"R$80,00",0
alaska-&-square,04/11/2019,WIN,V,"80,00",,11:36:21,Reversao,4,"R$80,00",0
alaska-&-square,04/11/2019,WIN,V,"80,00",,13:34:19,Reversao,4,"R$80,00",0
alaska-&-square,04/11/2019,WIN,V,"-920,00",,15:51:14,Reversao,16,"-R$920,00",0
alaska-&-square,05/11/2019,WIN,V,"80,00",,12:09:14,Reversao,4,"R$80,00",0
alaska-&-square,05/11/2019,WIN,V,"80,00",,16:34:16,Reversao,4,"R$80,00",0
alaska-&-square,06/11/2019,WIN,V,"80,00",,11:00:06,Reversao,4,"R$80,00",0
alaska-&-square,06/11/2019,WIN,V,"80,00",,13:01:21,Reversao,4,"R$80,00",0
alaska-&-square,07/11/2019,WIN,V,"264,00",,12:03:13,Reversao,16,"R$264,00",0
alaska-&-square,08/11/2019,WIN,V,"80,00",,14:34:16,Reversao,4,"R$80,00",0
alaska-&-square,11/11/2019,WIN,V,"80,00",,11:29:13,Reversao,4,"R$80,00",0
alaska-&-square,12/11/2019,WIN,V,"-920,00",,16:11:13,Reversao,16,"-R$920,00",0
alaska-&-square,13/11/2019,WIN,V,"80,00",,11:13:14,Reversao,4,"R$80,00",0
alaska-&-square,14/11/2019,WIN,V,"80,00",,12:30:14,Reversao,4,"R$80,00",0
alaska-&-square,14/11/2019,WIN,V,"-920,00",,15:57:14,Reversao,16,"-R$920,00",0
alaska-&-square,18/11/2019,WIN,V,"80,00",,10:04:09,Reversao,4,"R$80,00",0
alaska-&-square,18/11/2019,WIN,V,"80,00",,14:28:21,Reversao,4,"R$80,00",0
alaska-&-square,19/11/2019,WIN,V,"80,00",,10:45:05,Reversao,4,"R$80,00",0
alaska-&-square,21/11/2019,WIN,V,"80,00",,12:16:08,Reversao,4,"R$80,00",0
alaska-&-square,22/11/2019,WIN,V,"80,00",,12:34:20,Reversao,4,"R$80,00",0
alaska-&-square,25/11/2019,WIN,V,"80,00",,11:01:07,Reversao,4,"R$80,00",0
alaska-&-square,26/11/2019,WIN,V,"80,00",,14:17:05,Reversao,4,"R$80,00",0
alaska-&-square,28/11/2019,WIN,V,"80,00",,12:21:07,Reversao,4,"R$80,00",0
alaska-&-square,29/11/2019,WIN,V,"80,00",,10:14:14,Reversao,4,"R$80,00",0
alaska-&-square,29/11/2019,WIN,V,"80,00",,11:12:21,Reversao,4,"R$80,00",0
alaska-&-square,29/11/2019,WIN,V,"80,00",,14:14:16,Reversao,4,"R$80,00",0
alaska-&-square,29/11/2019,WIN,V,"264,00",,16:20:05,Reversao,16,"R$264,00",0
alaska-&-square,02/12/2019,WIN,V,"-920,00",,16:30:20,Reversao,16,"-R$920,00",0
alaska-&-square,03/12/2019,WIN,V,"80,00",,10:11:05,Reversao,4,"R$80,00",0
alaska-&-square,05/12/2019,WIN,V,"-920,00",,11:58:14,Reversao,16,"-R$920,00",0
alaska-&-square,06/12/2019,WIN,V,"-920,00",,12:57:43,Reversao,16,"-R$920,00",0
alaska-&-square,10/12/2019,WIN,V,"264,00",,10:07:10,Reversao,16,"R$264,00",0
alaska-&-square,10/12/2019,WIN,V,"80,00",,11:37:09,Reversao,4,"R$80,00",0
alaska-&-square,11/12/2019,WIN,V,"264,00",,10:24:10,Reversao,16,"R$264,00",0
alaska-&-square,11/12/2019,WIN,V,"264,00",,15:54:08,Reversao,16,"R$264,00",0
alaska-&-square,17/12/2019,WIN,V,"80,00",,15:21:20,Reversao,4,"R$80,00",0
alaska-&-square,19/12/2019,WIN,V,"-920,00",,15:19:16,Reversao,16,"-R$920,00",0
alaska-&-square,20/12/2019,WIN,V,"80,00",,10:07:05,Reversao,4,"R$80,00",0
alaska-&-square,20/12/2019,WIN,V,"264,00",,15:29:20,Reversao,16,"R$264,00",0
alaska-&-square,27/12/2019,WIN,V,"80,00",,10:15:04,Reversao,4,"R$80,00",0
alaska-&-square,27/12/2019,WIN,V,"80,00",,14:55:14,Reversao,4,"R$80,00",0
alaska-&-square,30/12/2019,WIN,V,"80,00",,11:34:10,Reversao,4,"R$80,00",0
alaska-&-square,02/01/2020,WIN,V,"80,00",,12:13:21,Reversao,4,"R$80,00",0
alaska-&-square,03/01/2020,WIN,V,"80,00",,12:00:08,Reversao,4,"R$80,00",0
alaska-&-square,03/01/2020,WIN,V,"264,00",,15:37:21,Reversao,16,"R$264,00",0
alaska-&-square,06/01/2020,WIN,V,"80,00",,15:14:05,Reversao,4,"R$80,00",0
alaska-&-square,07/01/2020,WIN,V,"80,00",,16:18:05,Reversao,4,"R$80,00",0
alaska-&-square,08/01/2020,WIN,V,"80,00",,10:46:14,Reversao,4,"R$80,00",0
alaska-&-square,08/01/2020,WIN,V,"264,00",,14:46:20,Reversao,16,"R$264,00",0
alaska-&-square,09/01/2020,WIN,V,"80,00",,11:05:09,Reversao,4,"R$80,00",0
alaska-&-square,09/01/2020,WIN,V,"80,00",,14:15:07,Reversao,4,"R$80,00",0
alaska-&-square,10/01/2020,WIN,V,"80,00",,11:31:21,Reversao,4,"R$80,00",0
alaska-&-square,10/01/2020,WIN,V,"80,00",,13:18:21,Reversao,4,"R$80,00",0
alaska-&-square,10/01/2020,WIN,V,"80,00",,16:14:07,Reversao,4,"R$80,00",0
alaska-&-square,13/01/2020,WIN,V,"-920,00",,11:20:05,Reversao,16,"-R$920,00",0
alaska-&-square,13/01/2020,WIN,V,"-920,00",,14:35:13,Reversao,16,"-R$920,00",0
alaska-&-square,14/01/2020,WIN,V,"80,00",,11:29:08,Reversao,4,"R$80,00",0
alaska-&-square,14/01/2020,WIN,V,"80,00",,13:28:05,Reversao,4,"R$80,00",0
alaska-&-square,16/01/2020,WIN,V,"80,00",,10:36:10,Reversao,4,"R$80,00",0
alaska-&-square,16/01/2020,WIN,V,"264,00",,12:25:21,Reversao,16,"R$264,00",0
alaska-&-square,17/01/2020,WIN,V,"80,00",,12:36:13,Reversao,4,"R$80,00",0
alaska-&-square,20/01/2020,WIN,V,"80,00",,11:11:14,Reversao,4,"R$80,00",0
alaska-&-square,20/01/2020,WIN,V,"80,00",,15:25:21,Reversao,4,"R$80,00",0
alaska-&-square,21/01/2020,WIN,V,"80,00",,10:02:08,Reversao,4,"R$80,00",0
alaska-&-square,21/01/2020,WIN,V,"264,00",,11:42:04,Reversao,16,"R$264,00",0
alaska-&-square,21/01/2020,WIN,V,"80,00",,14:15:01,Reversao,4,"R$80,00",0
alaska-&-square,22/01/2020,WIN,V,"-920,00",,10:40:10,Reversao,16,"-R$920,00",0
alaska-&-square,22/01/2020,WIN,V,"80,00",,12:13:19,Reversao,4,"R$80,00",0
alaska-&-square,22/01/2020,WIN,V,"264,00",,14:06:16,Reversao,16,"R$264,00",0
alaska-&-square,24/01/2020,WIN,V,"80,00",,10:04:08,Reversao,4,"R$80,00",0
alaska-&-square,24/01/2020,WIN,V,"80,00",,12:03:14,Reversao,4,"R$80,00",0
alaska-&-square,24/01/2020,WIN,V,"264,00",,15:05:14,Reversao,16,"R$264,00",0
alaska-&-square,27/01/2020,WIN,V,"80,00",,15:57:16,Reversao,4,"R$80,00",0
alaska-&-square,28/01/2020,WIN,V,"80,00",,11:22:08,Reversao,4,"R$80,00",0
alaska-&-square,28/01/2020,WIN,V,"264,00",,14:41:21,Reversao,16,"R$264,00",0
alaska-&-square,29/01/2020,WIN,V,"264,00",,10:03:10,Reversao,16,"R$264,00",0
alaska-&-square,29/01/2020,WIN,V,"80,00",,13:34:14,Reversao,4,"R$80,00",0
alaska-&-square,29/01/2020,WIN,V,"80,00",,16:00:06,Reversao,4,"R$80,00",0
alaska-&-square,30/01/2020,WIN,V,"80,00",,14:29:21,Reversao,4,"R$80,00",0
alaska-&-square,30/01/2020,WIN,V,"-920,00",,16:05:21,Reversao,16,"-R$920,00",0
alaska-&-square,31/01/2020,WIN,V,"80,00",,11:05:10,Reversao,4,"R$80,00",0
alaska-&-square,31/01/2020,WIN,V,"-920,00",,14:16:20,Reversao,16,"-R$920,00",0
alaska-&-square,03/02/2020,WIN,V,"80,00",,13:36:10,Reversao,4,"R$80,00",0
alaska-&-square,03/02/2020,WIN,V,"80,00",,15:29:16,Reversao,4,"R$80,00",0
alaska-&-square,04/02/2020,WIN,V,"80,00",,10:10:03,Reversao,4,"R$80,00",0
alaska-&-square,04/02/2020,WIN,V,"80,00",,14:20:21,Reversao,4,"R$80,00",0
alaska-&-square,05/02/2020,WIN,V,"80,00",,12:08:14,Reversao,4,"R$80,00",0
alaska-&-square,05/02/2020,WIN,V,"80,00",,16:06:13,Reversao,4,"R$80,00",0
alaska-&-square,06/02/2020,WIN,V,"80,00",,10:14:10,Reversao,4,"R$80,00",0
alaska-&-square,06/02/2020,WIN,V,"80,00",,12:06:08,Reversao,4,"R$80,00",0
alaska-&-square,06/02/2020,WIN,V,"80,00",,15:10:08,Reversao,4,"R$80,00",0
alaska-&-square,07/02/2020,WIN,V,"264,00",,11:17:10,Reversao,16,"R$264,00",0
alaska-&-square,07/02/2020,WIN,V,"80,00",,14:49:21,Reversao,4,"R$80,00",0
alaska-&-square,10/02/2020,WIN,V,"80,00",,11:02:10,Reversao,4,"R$80,00",0
alaska-&-square,10/02/2020,WIN,V,"264,00",,13:18:13,Reversao,16,"R$264,00",0
alaska-&-square,11/02/2020,WIN,V,"264,00",,16:06:01,Reversao,16,"R$264,00",0
alaska-&-square,12/02/2020,WIN,V,"264,00",,11:09:14,Reversao,16,"R$264,00",0
alaska-&-square,13/02/2020,WIN,V,"80,00",,11:21:10,Reversao,4,"R$80,00",0
alaska-&-square,13/02/2020,WIN,V,"80,00",,14:27:10,Reversao,4,"R$80,00",0
alaska-&-square,13/02/2020,WIN,V,"-664,00",,16:28:02,Reversao,16,"-R$664,00",0
alaska-&-square,14/02/2020,WIN,V,"80,00",,16:16:10,Reversao,4,"R$80,00",0
alaska-&-square,17/02/2020,WIN,V,"80,00",,10:17:11,Reversao,4,"R$80,00",0
alaska-&-square,17/02/2020,WIN,V,"-920,00",,13:04:14,Reversao,16,"-R$920,00",0
alaska-&-square,18/02/2020,WIN,V,"80,00",,10:09:14,Reversao,4,"R$80,00",0
alaska-&-square,18/02/2020,WIN,V,"80,00",,12:08:20,Reversao,4,"R$80,00",0
alaska-&-square,18/02/2020,WIN,V,"-920,00",,15:38:14,Reversao,16,"-R$920,00",0
alaska-&-square,19/02/2020,WIN,V,"80,00",,14:23:10,Reversao,4,"R$80,00",0
alaska-&-square,20/02/2020,WIN,V,"80,00",,10:13:06,Reversao,4,"R$80,00",0
alaska-&-square,20/02/2020,WIN,V,"80,00",,12:08:21,Reversao,4,"R$80,00",0
alaska-&-square,21/02/2020,WIN,V,"80,00",,15:12:06,Reversao,4,"R$80,00",0
alaska-&-square,27/02/2020,WIN,V,"264,00",,11:00:10,Reversao,16,"R$264,00",0
alaska-&-square,27/02/2020,WIN,V,"-920,00",,15:01:14,Reversao,16,"-R$920,00",0
alaska-&-square,28/02/2020,WIN,V,"80,00",,13:01:10,Reversao,4,"R$80,00",0
alaska-&-square,28/02/2020,WIN,V,"80,00",,14:01:09,Reversao,4,"R$80,00",0
alaska-&-square,28/02/2020,WIN,V,"80,00",,15:02:14,Reversao,4,"R$80,00",0
alaska-&-square,20/03/2023,WIN,V,"264,00",,11:06:04,Reversao,16,"R$264,00",0
alaska-&-square,25/03/2019,WIN,V,"-920,00",,11:12:40,Reversao,16,"-R$920,00",0
alaska-&-square,07/03/2022,WIN,V,"264,00",,11:15:00,Reversao,16,"R$264,00",0
alaska-&-square,19/03/2018,WIN,V,"80,00",,11:54:40,Reversao,4,"R$80,00",0
alaska-&-square,03/03/2020,WIN,V,"80,00",,13:02:21,Reversao,4,"R$80,00",0
alaska-&-square,04/03/2020,WIN,V,"80,00",,16:01:14,Reversao,4,"R$80,00",0
alaska-&-square,05/03/2020,WIN,V,"80,00",,10:22:06,Reversao,4,"R$80,00",0
alaska-&-square,05/03/2020,WIN,V,"80,00",,11:02:16,Reversao,4,"R$80,00",0
alaska-&-square,05/03/2020,WIN,V,"80,00",,14:06:08,Reversao,4,"R$80,00",0
alaska-&-square,05/03/2020,WIN,V,"80,00",,16:02:07,Reversao,4,"R$80,00",0
alaska-&-square,06/03/2020,WIN,V,"80,00",,13:03:10,Reversao,4,"R$80,00",0
alaska-&-square,12/03/2018,WIN,V,"80,00",,11:55:40,Reversao,4,"R$80,00",0
alaska-&-square,13/03/2023,WIN,V,"264,00",,11:57:05,Reversao,16,"R$264,00",0
alaska-&-square,09/03/2020,WIN,V,"264,00",,12:00:20,Reversao,16,"R$264,00",0
alaska-&-square,10/03/2020,WIN,V,"264,00",,11:00:10,Reversao,16,"R$264,00",0
alaska-&-square,10/03/2020,WIN,V,"-920,00",,14:02:21,Reversao,16,"-R$920,00",0
alaska-&-square,10/03/2020,WIN,V,"80,00",,15:01:10,Reversao,4,"R$80,00",0
alaska-&-square,11/03/2020,WIN,V,"-920,00",,11:00:03,Reversao,16,"-R$920,00",0
alaska-&-square,13/03/2020,WIN,V,"80,00",,10:40:28,Reversao,4,"R$80,00",0
alaska-&-square,13/03/2020,WIN,V,"80,00",,13:01:21,Reversao,4,"R$80,00",0
alaska-&-square,13/03/2020,WIN,V,"80,00",,14:00:14,Reversao,4,"R$80,00",0
alaska-&-square,13/03/2020,WIN,V,"80,00",,15:00:16,Reversao,4,"R$80,00",0
alaska-&-square,16/03/2020,WIN,V,"264,00",,12:00:21,Reversao,16,"R$264,00",0
alaska-&-square,17/03/2020,WIN,V,"264,00",,12:01:21,Reversao,16,"R$264,00",0
alaska-&-square,17/03/2020,WIN,V,"80,00",,16:00:10,Reversao,4,"R$80,00",0
alaska-&-square,18/03/2020,WIN,V,"-920,00",,11:00:14,Reversao,16,"-R$920,00",0
alaska-&-square,19/03/2020,WIN,V,"80,00",,13:02:16,Reversao,4,"R$80,00",0
alaska-&-square,19/03/2020,WIN,V,"80,00",,15:00:10,Reversao,4,"R$80,00",0
alaska-&-square,19/03/2020,WIN,V,"80,00",,16:00:10,Reversao,4,"R$80,00",0
alaska-&-square,20/03/2020,WIN,V,"80,00",,12:01:08,Reversao,4,"R$80,00",0
alaska-&-square,20/03/2020,WIN,V,"264,00",,15:01:14,Reversao,16,"R$264,00",0
alaska-&-square,23/03/2020,WIN,V,"80,00",,10:00:05,Reversao,4,"R$80,00",0
alaska-&-square,23/03/2020,WIN,V,"-920,00",,14:00:14,Reversao,16,"-R$920,00",0
alaska-&-square,24/03/2020,WIN,V,"80,00",,10:01:16,Reversao,4,"R$80,00",0
alaska-&-square,24/03/2020,WIN,V,"80,00",,11:00:10,Reversao,4,"R$80,00",0
alaska-&-square,24/03/2020,WIN,V,"80,00",,16:01:02,Reversao,4,"R$80,00",0
alaska-&-square,25/03/2020,WIN,V,"264,00",,10:03:13,Reversao,16,"R$264,00",0
alaska-&-square,25/03/2020,WIN,V,"80,00",,11:02:06,Reversao,4,"R$80,00",0
alaska-&-square,25/03/2020,WIN,V,"80,00",,15:01:10,Reversao,4,"R$80,00",0
alaska-&-square,26/03/2020,WIN,V,"80,00",,10:00:09,Reversao,4,"R$80,00",0
alaska-&-square,26/03/2020,WIN,V,"80,00",,11:01:08,Reversao,4,"R$80,00",0
alaska-&-square,26/03/2020,WIN,V,"264,00",,13:03:14,Reversao,16,"R$264,00",0
alaska-&-square,26/03/2020,WIN,V,"264,00",,16:00:14,Reversao,16,"R$264,00",0
alaska-&-square,27/03/2020,WIN,V,"264,00",,15:00:10,Reversao,16,"R$264,00",0
alaska-&-square,27/03/2020,WIN,V,"264,00",,16:00:14,Reversao,16,"R$264,00",0
alaska-&-square,14/03/2022,WIN,V,"-920,00",,12:02:00,Reversao,16,"-R$920,00",0
alaska-&-square,11/03/2024,WIN,V,"80,00",,12:02:00,Reversao,4,"R$80,00",0
alaska-&-square,24/03/2025,WIN,V,"264,00",,12:03,Reversao,16,"R$264,00",0
alaska-&-square,31/03/2020,WIN,V,"-920,00",,12:01:10,Reversao,16,"-R$920,00",0
alaska-&-square,31/03/2020,WIN,V,"264,00",,13:04:10,Reversao,16,"R$264,00",0
alaska-&-square,31/03/2020,WIN,V,"80,00",,16:04:13,Reversao,4,"R$80,00",0
alaska-&-square,01/04/2020,WIN,V,"80,00",,11:02:10,Reversao,4,"R$80,00",0
alaska-&-square,02/04/2020,WIN,V,"264,00",,12:01:12,Reversao,16,"R$264,00",0
alaska-&-square,02/04/2020,WIN,V,"80,00",,14:05:07,Reversao,4,"R$80,00",0
alaska-&-square,02/04/2020,WIN,V,"80,00",,16:05:08,Reversao,4,"R$80,00",0
alaska-&-square,03/04/2020,WIN,V,"80,00",,16:02:10,Reversao,4,"R$80,00",0
alaska-&-square,06/04/2020,WIN,V,"-920,00",,11:07:21,Reversao,16,"-R$920,00",0
alaska-&-square,06/04/2020,WIN,V,"264,00",,14:10:01,Reversao,16,"R$264,00",0
alaska-&-square,09/04/2024,WIN,V,"80,00",,11:45:00,Reversao,4,"R$80,00",0
alaska-&-square,08/04/2020,WIN,V,"264,00",,12:01:14,Reversao,16,"R$264,00",0
alaska-&-square,08/04/2020,WIN,V,"-920,00",,13:10:14,Reversao,16,"-R$920,00",0
alaska-&-square,09/04/2020,WIN,V,"80,00",,11:01:14,Reversao,4,"R$80,00",0
alaska-&-square,09/04/2020,WIN,V,"80,00",,14:04:20,Reversao,4,"R$80,00",0
alaska-&-square,13/04/2020,WIN,V,"80,00",,12:03:14,Reversao,4,"R$80,00",0
alaska-&-square,13/04/2020,WIN,V,"264,00",,15:13:14,Reversao,16,"R$264,00",0
alaska-&-square,19/04/2022,WIN,V,"80,00",,11:54:00,Reversao,4,"R$80,00",0
alaska-&-square,18/04/2023,WIN,V,"80,00",,12:05:00,Reversao,4,"R$80,00",0
alaska-&-square,18/04/2023,WIN,V,"264,00",,12:12:00,Reversao,16,"R$264,00",0
alaska-&-square,14/04/2020,WIN,V,"-920,00",,12:12:10,Reversao,16,"-R$920,00",0
alaska-&-square,15/04/2020,WIN,V,"80,00",,10:10:07,Reversao,4,"R$80,00",0
alaska-&-square,15/04/2020,WIN,V,"264,00",,11:02:01,Reversao,16,"R$264,00",0
alaska-&-square,16/04/2020,WIN,V,"80,00",,13:07:21,Reversao,4,"R$80,00",0
alaska-&-square,17/04/2020,WIN,V,"264,00",,14:05:06,Reversao,16,"R$264,00",0
alaska-&-square,20/04/2020,WIN,V,"264,00",,12:15:02,Reversao,16,"R$264,00",0
alaska-&-square,20/04/2020,WIN,V,"80,00",,14:24:06,Reversao,4,"R$80,00",0
alaska-&-square,22/04/2020,WIN,V,"80,00",,10:01:10,Reversao,4,"R$80,00",0
alaska-&-square,22/04/2020,WIN,V,"80,00",,12:20:08,Reversao,4,"R$80,00",0
alaska-&-square,22/04/2020,WIN,V,"264,00",,15:07:08,Reversao,16,"R$264,00",0
alaska-&-square,23/04/2020,WIN,V,"-920,00",,10:01:21,Reversao,16,"-R$920,00",0
alaska-&-square,23/04/2020,WIN,V,"264,00",,12:23:12,Reversao,16,"R$264,00",0
alaska-&-square,23/04/2020,WIN,V,"80,00",,16:05:20,Reversao,4,"R$80,00",0
alaska-&-square,24/04/2020,WIN,V,"80,00",,15:00:12,Reversao,4,"R$80,00",0
alaska-&-square,24/04/2020,WIN,V,"-920,00",,16:04:13,Reversao,16,"-R$920,00",0
alaska-&-square,27/04/2020,WIN,V,"-920,00",,13:28:02,Reversao,16,"-R$920,00",0
alaska-&-square,27/04/2020,WIN,V,"80,00",,14:04:10,Reversao,4,"R$80,00",0
alaska-&-square,27/04/2020,WIN,V,"80,00",,16:06:19,Reversao,4,"R$80,00",0
alaska-&-square,20/04/2021,WIN,V,"80,00",,12:19:07,Reversao,4,"R$80,00",0
alaska-&-square,06/04/2021,WIN,V,"80,00",,12:20:07,Reversao,4,"R$80,00",0
alaska-&-square,29/04/2020,WIN,V,"80,00",,10:10:10,Reversao,4,"R$80,00",0
alaska-&-square,29/04/2020,WIN,V,"80,00",,11:03:10,Reversao,4,"R$80,00",0
alaska-&-square,29/04/2020,WIN,V,"264,00",,16:15:08,Reversao,16,"R$264,00",0
alaska-&-square,30/04/2020,WIN,V,"80,00",,11:04:59,Reversao,4,"R$80,00",0
alaska-&-square,30/04/2020,WIN,V,"80,00",,14:30:07,Reversao,4,"R$80,00",0
alaska-&-square,15/05/2020,WIN,V,"264,00",,15:36:05,Reversao,16,"R$264,00",0
alaska-&-square,18/05/2020,WIN,V,"80,00",,11:11:02,Reversao,4,"R$80,00",0
alaska-&-square,18/05/2020,WIN,V,"264,00",,12:38:12,Reversao,16,"R$264,00",0
alaska-&-square,18/05/2020,WIN,V,"-920,00",,15:39:08,Reversao,16,"-R$920,00",0
alaska-&-square,19/05/2020,WIN,V,"80,00",,10:03:08,Reversao,4,"R$80,00",0
alaska-&-square,19/05/2020,WIN,V,"-920,00",,12:06:09,Reversao,16,"-R$920,00",0
alaska-&-square,19/05/2020,WIN,V,"264,00",,13:33:43,Reversao,16,"R$264,00",0
alaska-&-square,20/05/2020,WIN,V,"-920,00",,10:03:10,Reversao,16,"-R$920,00",0
alaska-&-square,20/05/2020,WIN,V,"264,00",,12:10:14,Reversao,16,"R$264,00",0
alaska-&-square,20/05/2020,WIN,V,"80,00",,15:09:14,Reversao,4,"R$80,00",0
alaska-&-square,20/05/2020,WIN,V,"264,00",,16:08:13,Reversao,16,"R$264,00",0
alaska-&-square,21/05/2020,WIN,V,"80,00",,12:00:08,Reversao,4,"R$80,00",0
alaska-&-square,22/05/2020,WIN,V,"80,00",,14:31:14,Reversao,4,"R$80,00",0
alaska-&-square,25/05/2020,WIN,V,"80,00",,13:25:13,Reversao,4,"R$80,00",0
alaska-&-square,26/05/2020,WIN,V,"264,00",,10:30:06,Reversao,16,"R$264,00",0
alaska-&-square,26/05/2020,WIN,V,"80,00",,12:10:06,Reversao,4,"R$80,00",0
alaska-&-square,26/05/2020,WIN,V,"-920,00",,14:19:08,Reversao,16,"-R$920,00",0
alaska-&-square,26/05/2020,WIN,V,"264,00",,16:27:21,Reversao,16,"R$264,00",0
alaska-&-square,28/05/2020,WIN,V,"80,00",,13:03:13,Reversao,4,"R$80,00",0
alaska-&-square,29/05/2020,WIN,V,"80,00",,10:08:08,Reversao,4,"R$80,00",0
alaska-&-square,29/05/2020,WIN,V,"80,00",,16:14:10,Reversao,4,"R$80,00",0
alaska-&-square,01/06/2020,WIN,V,"-920,00",,16:48:08,Reversao,16,"-R$920,00",0
alaska-&-square,02/06/2020,WIN,V,"80,00",,12:14:10,Reversao,4,"R$80,00",0
alaska-&-square,03/06/2020,WIN,V,"80,00",,13:47:08,Reversao,4,"R$80,00",0
alaska-&-square,04/06/2020,WIN,V,"80,00",,12:13:07,Reversao,4,"R$80,00",0
alaska-&-square,04/06/2020,WIN,V,"264,00",,15:31:14,Reversao,16,"R$264,00",0
alaska-&-square,05/06/2020,WIN,V,"80,00",,10:57:04,Reversao,4,"R$80,00",0
alaska-&-square,05/06/2020,WIN,V,"-920,00",,12:09:21,Reversao,16,"-R$920,00",0
alaska-&-square,08/06/2020,WIN,V,"264,00",,11:01:13,Reversao,16,"R$264,00",0
alaska-&-square,09/06/2020,WIN,V,"80,00",,11:02:04,Reversao,4,"R$80,00",0
alaska-&-square,09/06/2020,WIN,V,"80,00",,12:39:16,Reversao,4,"R$80,00",0
alaska-&-square,09/06/2020,WIN,V,"-920,00",,15:26:16,Reversao,16,"-R$920,00",0
alaska-&-square,10/06/2020,WIN,V,"80,00",,10:09:08,Reversao,4,"R$80,00",0
alaska-&-square,10/06/2020,WIN,V,"80,00",,13:06:14,Reversao,4,"R$80,00",0
alaska-&-square,12/06/2020,WIN,V,"80,00",,11:14:07,Reversao,4,"R$80,00",0
alaska-&-square,12/06/2020,WIN,V,"80,00",,13:10:10,Reversao,4,"R$80,00",0
alaska-&-square,12/06/2020,WIN,V,"80,00",,14:02:14,Reversao,4,"R$80,00",0
alaska-&-square,15/06/2020,WIN,V,"-920,00",,11:01:01,Reversao,16,"-R$920,00",0
